Ensembl Gene ID	GO Term Accession	GO Term Name	GO Term Definition	GO Term Evidence Code	GO domain	Description	shared name
ENSG00000092199	GO:0000166	nucleotide binding	Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose. [GOC:mah, ISBN:0198547684]	IEA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0044822	poly(A) RNA binding	Interacting non-covalently with a poly(A) RNA, a RNA molecule which has a tail of adenine bases. [GOC:jl]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]	IPI	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0000790	nuclear chromatin	The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome in the nucleus. [GOC:elh, PMID:20404130]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0008380	RNA splicing	The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA. [GOC:krc, GOC:mah]	TAS	biological_process	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0000398	mRNA splicing, via spliceosome	The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced. [GOC:krc, ISBN:0198506732, ISBN:0879695897]	IC	biological_process	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0031492	nucleosomal DNA binding	Interacting selectively and non-covalently with the DNA portion of a nucleosome. [GOC:mah]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0042802	identical protein binding	Interacting selectively and non-covalently with an identical protein or proteins. [GOC:jl]	IPI	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0005681	spliceosomal complex	Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA. [GOC:editors, GOC:mah, ISBN:0198547684, PMID:19239890]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	Interacting selectively and non-covalently with a RNA polymerase II (Pol II) distal enhancer. In mammalian cells, enhancers are distal sequences that increase the utilization of some promoters, and can function in either orientation and in any location (upstream or downstream) relative to the core promoter. [GOC:txnOH]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0003730	mRNA 3'-UTR binding	Interacting selectively and non-covalently with the 3' untranslated region of an mRNA molecule. [GOC:mah]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0071013	catalytic step 2 spliceosome	A spliceosomal complex that contains three snRNPs, including U5, bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the associated snRNPs. [GOC:ab, GOC:krc, GOC:mah, ISBN:0879695897, ISBN:0879697393, PMID:18322460, PMID:19239890]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0043234	protein complex	A stable macromolecular complex composed (only) of two or more polypeptide subunits along with any covalently attached molecules (such as lipid anchors or oligosaccharide) or non-protein prosthetic groups (such as nucleotides or metal ions). Prosthetic group in this context refers to a tightly bound cofactor. The component polypeptide subunits may be identical. [GOC:go_curators, http://www.ebi.ac.uk/intact/complex/documentation/]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0010467	gene expression	The process in which a gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form. [GOC:dph, GOC:tb]	TAS	biological_process	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0070062	extracellular exosome	A membrane-bounded vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm. [GOC:BHF, GOC:mah, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:1990247	N6-methyladenosine-containing RNA binding	Interacting selectively and non-covalently with an RNA molecule modified by N6-methyladenosine (m6A), a modification present at internal sites of mRNAs and some non-coding RNAs. [PMID:22575960, PMID:24284625]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0070935	3'-UTR-mediated mRNA stabilization	An mRNA stabilization process in which one or more RNA-binding proteins associate with the 3'-untranslated region (UTR) of an mRNA. [GOC:mah, PMID:19029303]	IMP	biological_process	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0008266	poly(U) RNA binding	Interacting selectively and non-covalently with a sequence of uracil residues in an RNA molecule. [GOC:mah]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0001649	osteoblast differentiation	The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone. [CL:0000062, GO_REF:0000034, GOC:jid]	IDA	biological_process	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0005654	nucleoplasm	That part of the nuclear content other than the chromosomes or the nucleolus. [GOC:ma, ISBN:0124325653]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes. [GOC:hgd, GOC:jl]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0043044	ATP-dependent chromatin remodeling	Dynamic structural changes to eukaryotic chromatin that require energy from the hydrolysis of ATP, ranging from local changes necessary for transcriptional regulation to global changes necessary for chromosome segregation, mediated by ATP-dependent chromatin-remodelling factors. [GOC:jl, PMID:12042764]	IDA	biological_process	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	Interacting selectively and non-covalently with a sequence of DNA that is in cis with and relatively close to a core promoter for RNA polymerase II. [GOC:txnOH]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0003723	RNA binding	Interacting selectively and non-covalently with an RNA molecule or a portion thereof. [GOC:mah]	NAS	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it. [GOC:dos, GOC:mah, ISBN:0815316194]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0003676	nucleic acid binding	Interacting selectively and non-covalently with any nucleic acid. [GOC:jl]	IEA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0000166	nucleotide binding	Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose. [GOC:mah, ISBN:0198547684]	IEA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0044822	poly(A) RNA binding	Interacting non-covalently with a poly(A) RNA, a RNA molecule which has a tail of adenine bases. [GOC:jl]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]	IPI	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0000790	nuclear chromatin	The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome in the nucleus. [GOC:elh, PMID:20404130]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0008380	RNA splicing	The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA. [GOC:krc, GOC:mah]	TAS	biological_process	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0000398	mRNA splicing, via spliceosome	The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced. [GOC:krc, ISBN:0198506732, ISBN:0879695897]	IC	biological_process	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0031492	nucleosomal DNA binding	Interacting selectively and non-covalently with the DNA portion of a nucleosome. [GOC:mah]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0042802	identical protein binding	Interacting selectively and non-covalently with an identical protein or proteins. [GOC:jl]	IPI	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0005681	spliceosomal complex	Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA. [GOC:editors, GOC:mah, ISBN:0198547684, PMID:19239890]	IDA	cellular_component	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
ENSG00000092199	GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	Interacting selectively and non-covalently with a RNA polymerase II (Pol II) distal enhancer. In mammalian cells, enhancers are distal sequences that increase the utilization of some promoters, and can function in either orientation and in any location (upstream or downstream) relative to the core promoter. [GOC:txnOH]	IDA	molecular_function	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]	3183
